address,cost,food_type,name
 3125 College Drive 70808,$,['Fast Food'],Taco Bell                                     
" 3655 Perkins Rd, Baton Rouge 70808",$$,['Seafood'],Crawfish On The Geaux                                     
" 504 N Vaughan Dr, Brusly 70719",$$,"['Greek', ' Mediterranean', ' Middle Eastern']",Athenos Greek & Lebanese                                     
" 18169 Highland Road, Baton Rouge 70809",$,"['Greek', ' Middle Eastern']",Serop's Cafe                                     
" 445 N. 6th Street, Baton Rouge",$$,"['American', ' Venezuelan']",Cocha                                     
 7060 Siegen Lane 70809,$,"['Italian', ' Pizza']",Cicis                                     
" 501 Main St, Baton Rouge 70801",$,"['Chinese', ' Sushi']",Paul Wong's Chinese and Sushi                                     
" 301 North Blvd, Baton Rouge 70801",$,['Fast Food'],Subway                                     
" 205 Florida Ave SE, Denham Springs 70726",$,['Southern'],James Grill & Cafe                                     
" 1184 Bob Pettit Boulevard, Baton Rouge 70820",Unknown,['Bar Food'],Fred's Bar                                     
" 1478 Harding Blvd, Baton Rouge 70807",$$,['Chinese'],Hong Kong Chef                                     
" 1295 N Sherwood Forest Blvd, Baton Rouge 70815",$,"['Coffee and Tea', ' Beverages', ' Tea']",Paradise Smoothie                                     
" 170 6th St, Port Allen 70767",$,"['American', ' Sandwich']",The Best Little Poboy House                                     
" 5405 Highway 44, Gonzales 70737",$$$$,"['French', ' Cajun']",Bernadette's                                     
" 11545 Sullivan Rd, Baton Rouge 70818",$,['Donuts'],Central Donut Shop                                     
" 670 S Range Ave, Denham Springs 70726",$,"['Southern', ' Cajun']",Jambalaya & Company                                     
" 36508 Event road, Geismar 70734",$$,"['Diner', ' Southern']",Griffin Cafe                                     
" 6810 Plank Rd, Baton Rouge 70811",$,"['BBQ', ' Southern']",Deep South Barbeque                                     
" 240 Range 12 Blvd., Denham Springs 70726",$$,['Mexican'],El Rancho                                     
" 5140 Corporate Blvd., Baton Rouge 70808",$,['Sandwich'],Firehouse Subs                                     
" 2132 Oneal Ln, Baton Rouge 70816",$,['Chinese'],China King                                     
" 13759 Coursey Blvd, Baton Rouge 70817",$,"['Coffee and Tea', ' Desserts', ' Tea']",CC's Coffee House                                     
" 3438 Drusilla Ln, Baton Rouge 70809",$,['Chinese'],China Wok                                     
" 12717 US 190, Port Allen 70767",$$$,"['Seafood', ' Cajun', ' American']",Camile's Cajun Cafe                                     
" 214 Third St., Baton Rouge 70801",$$$,"['Bar Food', ' Seafood', ' Cajun']",Boudreaux & Thibodeaux's                                     
" 6606 Siegen Lane, Baton Rouge 70809",$,"['Sandwich', ' Seafood']",Po-Boy Express                                     
" 3272 Highland Rd, Baton Rouge 70802",$,['Beverages'],Smoothie King II                                     
" 40255 Hwy 42 Ste E, Prairieville 70769",$,"['American', ' Burger', ' Fast Food']",Burger Delight                                     
" 3930 Burbank Dr, Baton Rouge 70808",$,"['Coffee and Tea', ' Tea']",CC's Coffee House                                     
" 336 W Hwy 30, Gonzales 70737",$,['Mexican'],La Mexicana                                     
" 7143 Highway 61, St. Francisville 70775",Unknown,['American'],Audubon's Cafe                                     
" Corner Raphael Semmes And Highland Rd, Baton Rouge 70803",$$$,"['French', ' Southern']",The Club at LSU Union Square                                     
" 5230 Plank Rd, Baton Rouge 70805",$,"['Burger', ' Seafood', ' Sandwich']","Roul's Deli ""Juicy Juicy""                                     "
" 1462 Airline Highway, Baton Rouge 70805",$$,['American'],Stockyard Cafe                                     
" 1124 Marque Ann Dr, Baton Rouge 70815",$,['Vietnamese'],Sa Dec Kitchen                                     
" 3009 College Dr, Baton Rouge 70808",$,"['Coffee and Tea', ' Sandwich']",Starbucks                                     
" 12333 Jefferson Hwy Suite G, Baton Rouge 70816",$,"['Coffee and Tea', ' Donuts']",Mike's Donuts                                     
" 10445 Airline Hwy, Baton Rouge 70816",$,['Donuts'],Good Morning Donuts                                     
" 433 S Airline Hwy, Gonzales 70737",$,['Breakfast'],Mama's Restaurant                                     
" 3332 Lake Street, Baton Rouge 70802",Unknown,"['Pizza', ' Sandwich']",Newk's Eatery                                     
" 13711 Coursey Blvd Ste. B, Baton Rouge 70817",$$,"['Burger', ' Bar Food', ' Cajun']",The Tiger Paw Daiquiris & Grill                                     
" I 10 At Hwy 77 Grosse Tete, Grosse Tete 70740",$$,"['Diner', ' Seafood', ' Southern']",Tiger Truck Stop                                     
" 1717 River Rd N, Baton Rouge 70802",$$$,"['American', ' Burger', ' Seafood']",Celebrity Grill at Hollywood Casino                                     
" 7514 Bluebonnet Boulevard, Baton Rouge 70810",$,['Desserts'],Tutti Frutti                                     
" 5875 Main St, Zachary 70791",$,['Chinese'],China Wok                                     
" 128 W Chimes St, Baton Rouge 70802",$,['Desserts'],Insomnia Cookies                                     
" 5557 Plank Rd, Baton Rouge 70805",$,"['American', ' Burger', ' Seafood']",Uncle Moe's Food Mart & Deli                                     
" 9655 Perkins Road, Baton Rouge 70810",$,"['Fast Food', ' Pizza']",Papa Murphy's Pizza                                     
" 7214 Florida Blvd, Baton Rouge 70806",$,['Sandwich'],PO Boy Usa                                     
" 4720 Highway 19, Zachary 70791",$$,"['Sandwich', ' Seafood']",Tucker's Seafood                                     
" 4760 Old Scenic Highway, Zachary 70791",$,"['Breakfast', ' Sandwich', ' Southern']",The Country Kitchen                                     
" 6989 Florida Blvd, Baton Rouge 70806",$,['Chinese'],Shanghai Place                                     
" 714 Jefferson Hwy, Baton Rouge 70806",$,"['Seafood', ' Cajun']",Mid-City Market                                     
" 7251 Hwy 1 South, Addis 70710",$,"['Burger', ' Cajun']",Benoit's Country Meat Block                                     
" 4253 Perkins Rd, Baton Rouge 70808",$,"['Breakfast', ' Fast Food']",Mary Lee do-Nuts                                     
" 245 Acadian Thruway, Baton Rouge 70806",$,['Chinese'],New China                                     
" 12424 Hooper Rd, Baton Rouge 70818",$$,['Seafood'],Carlton's Seafood                                     
" 623 W Main St, New Roads 70760",$,"['American', ' Sandwich', ' Seafood']",Tiger Drive Inn                                     
 2136 Florida Avenue SW 70726,Unknown,"['American', ' Cajun']",Mama B's Good Eats                                     
" 718 O'Neal Ln, Baton Rouge 70816",$,['Chinese'],Great Taste                                     
" 812 Railroad Ave, Donaldsonville 70346",$$,['Southern'],First & Last Chance Cafe                                     
 355 West Lee Drive 70820,$,['Fast Food'],McDonald's                                     
" 730 O'Neal Lane, Baton Rouge 70816",$,"['Greek', ' Middle Eastern', ' Vegetarian']",RotoGrill king kebab                                     
" 17100 Airline Hwy, Prairieville 70769",$,['Coffee and Tea'],CC's Coffee House                                     
" Location Varies, Baton Rouge",$,"['American', ' Caribbean']",Metropolitan Curbside Grill                                     
" 6464 Siegen Lane, Baton Rouge 70809",Unknown,"['Desserts', ' Burger']",Freddy's Frozen Custard & Steakburgers                                     
" 1014 Colonial Dr, Jackson 70748",Unknown,"['BBQ', ' Seafood']",Roadside Bar Bq                                     
" 102 Bass Pro Blvd, Denham Springs 70726",$,['Fast Food'],Hardee's                                     
" 10770 N Harrels Ferry Rd, Baton Rouge 70816",$,['Desserts'],Rainbow Delites                                     
" 2084 Jackson Heights Dr, Jackson 70748",$,Unknown,Chit Chat Cafe                                     
" 5511 Jones Creek Road, Baton Rouge 70817",$$,['Seafood'],Jimbo's Seafood                                     
" 14502 Plank Rd., Suite K, Baker 70714",$,['Diner'],Bernard's Kitchen                                     
" 58015 Main Street, Plaquemine, LA 70764",Unknown,"['Soul Food', ' Southern']",D's Soulfood                                     
" 9330 Greenwell Springs Rd, Baton Rouge 70814",$,"['Seafood', ' Cajun']",Best Poboys & Seafood                                     
" 2333 Monterrey Blvd, Baton Rouge 70815",$,"['American', ' Sandwich', ' Seafood']",Tim's Po-Boys                                     
" All Around Baton Rouge, Baton Rouge 70805",$,['Desserts'],Ninja Snowballs                                     
" 4848 Government St, Baton Rouge 70806",$,"['BBQ', ' Sandwich']",Phil Brady's                                     
 7026 Florida Boulevard. 70806,$$,['BBQ'],Podnuh's Bar-B-Q                                     
" 9830 Florida Street, Baton Rouge 70815",$,Unknown,Ronnie's Boudin and Cracklin                                     
 4848 Constitution Avenue 70808,$$,"['American', ' Pizza', ' Bar Food']",Sporting News Grill                                     
" 35055 Hwy 16, Denham Springs 70706",Unknown,['Mexican'],Papi's Fajita Factory                                     
" 7474 Corporate Boulevard, Ste. 108 70809",$$,"['American', ' Breakfast']",Fresh Kitchen- Flagship Location                                     
" 2490 Morganza Hwy, New Roads 70760",$$,"['Seafood', ' Cajun', ' Cafe']",Buff's Cafe                                     
 41027 Highway 42 70769,$,['Fast Food'],Sonic Drive-In                                     
" 8550 United Plaza Blvd., Suite 103B, Baton Rouge 70809",$,"['Breakfast', ' Sandwich', ' Southern']",The Rouge Rabbit                                     
 777 L'Auberge Avenue 70820,$$$,['American'],Stadium Sports Bar & Grill                                     
" 2915 Highland Road Suite 200, Baton Rouge 70802",$,"['Breakfast', ' Donuts']",Crispy Donuts                                     
" 5960  W County Road 30A, Santa Rosa Beach, FL",$$,['Seafood'],Stinky's Fish Camp                                     
 257a Lee Drive Ste A 70808,$,"['Fast Food', ' Pizza']",Papa John's Pizza                                     
" 40136 Hwy 942, Darrow 70725",$$,"['Burger', ' Southern', ' Cajun']",Cafe Burnside at Houmas House                                     
" 124 S Alexander Ave, Port Allen 70767",Unknown,Unknown,Port Allen Bakery                                     
" 10001 Wilcox Street, St Francisville 70775",$$,"['Asian', ' Chinese']",New East Dragon                                     
" 8180 Scenic Hwy, Baton Rouge 70807",$,['Seafood'],Seafood House                                     
" 2921 Government Street, Baton Rouge 70806",$$,"['Deli', ' Cafe', ' Fast Food']",Twine                                     
" 1717 River Rd N, Baton Rouge 70802",$$$,"['American', ' Seafood']",Epic Buffet at Hollywood Casino                                     
" 12197 Greenwell Springs Rd, Baton Rouge 70814",Unknown,"['Seafood', ' Cajun']",Side of the Road Seafood                                     
" 2857 Perkins Road, Baton Rouge 70808",$$$,['American'],Kalurah Street Grill                                     
" 6822 La 44, Convent 70723",$,"['American', ' Seafood', "" Po'Boys""]",Jimmy's Place                                     
" 6406 Florida Blvd, Baton Rouge 70806",$,"['American', ' Seafood']",Piccadilly                                     
" 9977 Florida Blvd., Baton Rouge 70815",$,['American'],Po-Boy Express                                     
" 416 Parent St, New Roads 70760",Unknown,['Seafood'],Banks Seafood & Fried Chicken                                     
" 191 Wooddale Boulevard, Baton Rouge 70806",$,['International'],Barakat International Food Market                                     
" 5207 Essen Ln, Baton Rouge 70809",$$$,['Vietnamese'],Ava Street Cafe                                     
" 19973 Thad Cain Ln, Baton Rouge 70809",$,['Chinese'],China Chef                                     
" 3753 Perkins Rd Ste # 6, Baton Rouge 70808",$,['Desserts'],Cupcake Allie                                     
" 39087 Hwy 621, Gonzales 70737",$,"['Burger', ' Sandwich', ' Cajun']",Tee Waynes Cajun Cookin                                     
" 420 Lobdell Hwy, Port Allen 70767",$,"['American', ' Diner', ' Cajun']",Cash's Diner                                     
" 14639 Airline Hwy, Gonzales 70737",$,"['Mexican', ' Tex-Mex']",Izzo's Illegal Burrito                                     
" 15356 Old Hammond Hwy, Baton Rouge 70816",$,['Mexican'],Pinedas Bakery                                     
 3255 Highland Road 70802,$,['Fast Food'],Jack in the Box                                     
" 14111 Airline Hwy, Baton Rouge 70817",$,['American'],Ice House Bar and Grill                                     
" 5474 Essen Ln, Baton Rouge 70809",$,['American'],Piccadilly                                     
" 8342 Perkins Road, Baton Rouge 70810",$,"['Bagels', ' Sandwich']",New York Bagel                                     
" 6142 Island Rd, Jarreau 70749",$$,"['American', ' Burger']",Island Landing                                     
" 31755 Walker Rd N, Walker 70785",$$,['Cajun'],Bubba's Deli                                     
" 4335 Perkins Road, Baton Rouge, Louisiana",$$$,"['Seafood', ' Italian']",Phil's Oyster Bar & Seafood Restaurant                                     
" 5467 Plank Rd, Baton Rouge 70805",$,"['Chinese', ' Seafood']",Jacks Seafood                                     
" 7242 Perkins Rd, Baton Rouge, LA 70808",$$,['Seafood'],Shrimp Basket                                     
" 6010 Jones Creek Rd, Baton Rouge 70817",$,['Mexican'],El Limon                                     
" 5823 Lukeville Ln, Brusly 70719",$$,"['American', ' Fast Food', ' Southern']",Brown's Cafe                                     
 14280 Greenwell Springs Road 70739,$,['Fast Food'],Burger King                                     
" 6140 Highway 74, St Gabriel 70776",$,['BBQ'],Big Jakes BBQ                                     
" 38278 Hwy 74, Gonzales 70737",$$,"['Sandwich', ' Seafood', ' Cajun']",Chef Kd's Louisiana Legends                                     
" 305 South Burnside Avenue Ste A, Gonzales 70737",$,"['Asian', ' Sandwich', ' Seafood']",John's Seafood & Poboys                                     
 2806 Government Street 70806,$,"['Fast Food', ' Pizza']",Domino's Pizza                                     
" 3285 Nicholson Drive, Baton Rouge 70802",$$,['Salvadorean'],La Salvadoreña Restaurant                                     
" 121 Bass Pro Blvd, Suite F , Baton Rouge 70726",Unknown,['American'],P-Beau's                                     
" 9186 Greenwell Springs Rd, Baton Rouge 70814",$$,['Pizza'],Phat Boyz Pizza                                     
" 10555 Perkins Rd, Baton Rouge 70810",$,"['Sandwich', ' Sushi']",The Fresh Market Deli                                     
 9634 Airline Hwy Ste F2A,$$$,['Sushi'],Sushi Yamanuha                                     
" 5735 Silverleaf Ave, Baton Rouge 70812",$,"['Breakfast', ' Seafood', ' Southern']",Lillie's Kitchen on the Road                                     
" 13093 Burgess Ave, Walker 70785",Unknown,"['Burger', ' Steak']",Cafe Pedigo's                                     
" 6031 Siegen Lane, Baton Rouge 70809",$,['Mexican'],La Tiendita                                     
" 8821 Highland Rd, Baton Rouge 70808",$,"['Breakfast', ' Donuts']",Mary Lee Donuts VI                                     
 2374 College Drive 70808,$,['Fast Food'],Wendy's                                     
" 6901 Island Rd, Jarreau 70749",$,"['Burger', ' Sandwich', ' Seafood']",Bueche's Bar & Grill                                     
" 17066 Airline Hwy, Ste E, Prairieville 70769",$,"['Sandwich', ' Beverages']",Sunset Smoothie & Sports Nutrition                                     
" 8129 Florida Blvd, Baton Rouge 70806",Unknown,['Mediterranean'],Sultan's Kitchen                                     
" 25015 Hwy 1, Plaquemine 70764",Unknown,['Seafood'],Tom's Seafood                                     
 6555 Siegen Lane 70809,Unknown,['Southern'],Cowboy Chicken                                     
 4158 Government St 70806,$$,['Burger'],Curbside Burgers                                     
" 20401 Old Scenic Hwy, Zachary 70791",$,['Fast Food'],Popeyes Louisiana Kitchen                                     
" 9415 Cortana Pl, Baton Rouge 70815",$,"['Fast Food', ' Sandwich', ' Beverages']",Philly Grill                                     
" 14945 US Hwy 61, St Francisville 70775",$$,"['Seafood', ' Southern']",South of the Border                                     
 4728 Constitution Avenue 70808,$$$,"['American', ' Breakfast']",Patio Grill and Bar                                     
" 8436 Tom Dr, Baton Rouge 70815",$,"['Burger', ' Sandwich', ' Cajun']",Peggy's Sweetpotato Restaurant                                     
" 605 Mills Ave, Baton Rouge 70807",$,"['American', ' Southern']",Triplet's Food Mart                                     
" 11950 Cloverland Avenue, Baton Rouge 70809",$$,"['American', ' Italian', ' Desserts', ' Cajun']",Blue Rose Café and Bakery                                     
" 206 Railroad Ave, Donaldsonville 70346",$$,"['Bar Food', ' Seafood', ' Southern']",Cypress Cafe                                     
" 175 Sharp Road, Baton Rouge 70815",$,['Mexican'],Tacos and Burritos Express                                     
" 2100 Copper Mill Blvd, Zachary 70791",$$$,"['American', ' Seafood', ' Steak']",Palmetto Grill                                     
" 12555 Airline Hwy, Baton Rouge 70817",$,"['Breakfast', ' Sandwich', ' Beverages']",Fit Blendz                                     
" 18897 Hwy 22, Maurepas 70449",$$,['Cajun'],Swamp Pop Cafe                                     
" 5720 Commerce St, St. Francisville 70775",$,['Breakfast'],St. Francisville Inn                                     
" 14098 Florida Boulevard, Livingston 70754",$$,['Chinese'],China One                                     
" 5151 Plank Rd Ste 42, Baton Rouge 70805",$,['Desserts'],Sugar Belle Bakery                                     
" 9844 Jefferson Hwy, Baton Rouge 70809",$,['Cajun'],Pot & Paddle Jambalaya Kitchen                                     
" 4957 Essen Lane, Baton Rouge 70809",$,['American'],Batch 13                                     
" 24605 Eisenhower Dr, Plaquemine 70764",$,['Desserts'],Sugah Rush Cakes and Confections                                     
" 28600 Walker South Road, Walker, LA 70785",Unknown,"['Asian', ' Chinese', ' Sushi']",Foo Chow Buffet                                     
" 13475 Hwy 73, Geismar 70734",$,"['American', ' Breakfast', ' Diner']",Mission Street Cafe                                     
" 175 Sharp Rd, Baton Rouge",$,['Mexican'],Dos Hermanos Tacos y Burritos Express II                                     
" 7680 Andrea Dr, Baton Rouge 70809",$,['Pizza'],Chuck E Cheese's                                     
 3444 South Sherwood Forest,$,"['Fast Food', ' Ice Cream']",Dairy Queen Grill & Chill                                     
" 11914 Coursey Blvd, Baton Rouge 70816",Unknown,Unknown,Vineyard                                     
" 5068 Airline Hwy, Baton Rouge 70805",Unknown,"['American', ' Southern']",Bayou Cafe                                     
" 7631 Jefferson Hwy, Baton Rouge 70809",$,['Frozen Yogurt'],TCBY                                     
 8130 Rushing Road 70726,$,['Fast Food'],Arby's                                     
" 3614 Hwy 70 S, Pierre Part 70339",Unknown,['Seafood'],Landry's Seafood House                                     
" 5625 Essen Lane, Baton Rouge 70810",$,['Bar Food'],French Quarter Daiquiris                                     
" 17424 Airline Highway, Suite 10 70769",$$,['Italian'],Fratelli's Italian Grille of Prairieville                                     
 3851 South Sherwood Forest Boulevard Suite #9 70816,$,"['Sandwich', ' Seafood']",Logan Farms Honey Glazed Hams                                     
" 300 Hospital Rd, New Roads 70760",Unknown,['Seafood'],False River Seafood                                     
" 15353 Old Hammond Highway, Baton Rouge 70816",$$,['Mexican'],Los Pinedas                                     
" 44269 Hwy 429, St Amant 70774",$,"['American', ' Southern']",Murray's Superette                                     
 29050 Walker South Road. 70785,$,['Pizza'],Rotolo's Pizzeria                                     
" 23550 Myrtle Grove Rd, Plaquemine 70764",$$,"['American', ' Seafood', ' Cajun']",The Island Clubhouse                                     
" 28293 S Frost Rd, Livingston 70754",$,"['Burger', ' Pizza', ' Sandwich']",Crazy Dave's Daiquiri Bar and Gill                                     
" 6205 Highway 69, Belle Rose 70341",$,"['Burger', ' Fast Food', ' Seafood']",Gator Super Stop Truck Stop                                     
 4321 Perkins Road 70808,$$,['Hawaiian'],Southfin Southern Poké                                     
" 501 Main St., Baton Rouge 70801",$,"['Sandwich', ' Cajun']",Taste of Downtown                                     
" 8080 Bluebonnet Blvd, Baton Rouge 70810",$,['Coffee and Tea'],Coffee Bean                                     
 22903 Highway 1 70764,$$,"['Seafood', ' Southern', ' Cajun']",Cypress Seafood House                                     
" 102 France St, Baton Rouge 70802",$$,"['Seafood', ' Steak']",Atrium Buffet                                     
" 1645 Hospital Road, New Roads 70760",$,"['Burger', ' Sandwich', ' Cajun']",Kelly's Cajun Specialty Meats                                     
" 1097 S Flannery Rd, Baton Rouge 70815",$,['Seafood'],Nola Cajun Seafood                                     
" 14350 Wax Rd, Ste 107, Baton Rouge 70818",$,['Desserts'],Menchie's Frozen Yogurt                                     
" 5454 Bluebonnet Blvd, Baton Rouge 70809",Unknown,['Cafe'],Cadillac Cafe                                     
" 12430 St Helena St, Clinton 70722",$,"['Burger', ' Sandwich']",F.S. Williams Red Boot Deli                                     
" nicholson Drive, Baton Rouge",$,['Donuts'],Lucky Morning Donuts                                     
" 240 Range 12 Blvd St 109, Denham Springs 70726",$$,"['Seafood', ' Cajun']",Mr. David's Specialty Meats                                     
 2703 South Cabela'South Parkway 70737,$$,"['Fast Food', ' American']",KFC                                     
" 2311 Florida Avenue Southwest, Denham Springs 70726",$,"['Breakfast', ' Burger', ' Cajun']",Kat Tee's                                     
" 8585 Picardy Ave, Baton Rouge 70809",$,"['Breakfast', ' Coffee and Tea']",Baton Rouge General's Java General                                     
" 2819 S Cabelas Parkway, Suite D 70737",Unknown,['Cajun'],Pot and Paddle Jambalaya                                     
" 4850 Bueche Rd, Port Allen 70767",$,"['American', ' Desserts', ' Bar Food']",Guilbeau's Good to Go Snowballs                                     
" 4347 High St Ste 111, Zachary 70791",$,['Desserts'],Yogurt Bayou                                     
" Location Varies, Baton Rouge 70810",$,"['International', ' Cajun']",Fleur de Licious                                     
" 3132 College Dr, Baton Rouge",$$$,"['BBQ', ' American']",Don Jose Mexican Grill                                     
" 1946 Hospital Rd, New Roads 70760",Unknown,"['Breakfast', ' Sandwich', ' Seafood']",Cactus Rose                                     
" 340 Florida Blvd, Baton Rouge 70801",$,"['Breakfast', ' Sandwich', ' Seafood']",The Lobby Cafe                                     
" 2324 False River Dr, New Roads 70760",$,['Chinese'],Golden Wok                                     
" 7153 Communie Street, Saint James 70086",$,Unknown,L & M Restaurant                                     
" 9833 Florida Blvd, Baton Rouge 70815",$,"['Breakfast', ' Donuts']",Mary Lee Donuts VIII                                     
" 11197 Muriel Ave, Baton Rouge 70816",$,"['Latin American', ' Middle Eastern', ' Eastern European']",Pita Boy International Grocery                                     
" 10130 Crossing Way, Suite 300, Denham Springs 70816",$$,"['American', ' Southern', ' Cajun']",Rouse's Market                                     
" 4564 Bennington Avenue, Baton Rouge 70808",$$,"['Cajun', ' Creole']",Louisiana Bistreaux                                     
" 9618 Jefferson Hwy, Baton Rouge 70809",$,['Vegetarian'],Room For Dessert                                     
" 6401 Bluebonnet Blvd, Baton Rouge 70809",$$$,['Japanese'],Little Tokyo                                     
" 3129 Palmer Ln, Jackson 70748",$,['American'],Chef's to Go                                     
" 7034 Siegen Lane, Baton Rouge 70809",$,['Mexican'],La Mexicana Jal                                     
" Perkins and Congress, Baton Rouge 70808",$,['Desserts'],BB's Icebox Snoballs                                     
" 20116 Plank Road, Zachary 70791",$$,"['Sandwich', ' Seafood', ' Steak']",Sidelines                                     
" 4530 S Sherwood Forest Blvd, Baton Rouge 70816",$$,"['American', ' Burger', ' Pizza', ' Seafood', ' Southern']",Quarters Endless Entertainment                                     
" 2445 S Acadian Thruway, Baton Rouge 70808",$$$,"['International', ' Southern']",Bistro 225                                     
" 28600 Walker Road, Walker, Baton Rouge",Unknown,"['Sushi', ' Chinese']",Foo Chow Buffet                                     
" 9401 Cortana Place, Baton Rouge 70815",$,"['Coffee and Tea', ' Desserts']",Rocky Mountain Chocolate Factory                                     
" 402 Highway 30, Gonzales 70737",$,"['Coffee and Tea', ' Tea']",PJs Coffee of New Orleans                                     
" 6401 Bluebonnet Boulevard, Baton Rouge 70809",$,['Desserts'],Marble Slab Creamery                                     
" 8290 Siegen Ln, Baton Rouge 70810",Unknown,['Mexican'],Panaderia Las Delicias                                     
" 3357 Highland Rd, Baton Rouge 70802",$,['Chinese'],China King Buffet                                     
" 5830 S Sherwood Forest Blvd, Baton Rouge 70816",$,['Donuts'],Heavenly Donuts                                     
" 11550 S Bricksome, Baton Rouge 70816",$,"['American', ' Sandwich']",Mango's Volleyball & Bar                                     
" 40136 Hwy 942, Darrow 70725",$$$,['Breakfast'],Le Petite Houmas at Houmas House                                     
" 3132 College Dr, Baton Rouge 70808",$,['Asian'],Grand Asian Buffet                                     
" 327 North Blvd, Baton Rouge 70801",$,"['Coffee and Tea', ' Tea']",CC's Coffee House                                     
" 521 3rd St, Baton Rouge 70802",$,"['Breakfast', ' Beverages']",Spotter's                                     
 345 North Acadian Thruway 70806,$,['Fast Food'],Church's Chicken                                     
" 1683 O'Neal Lane, Baton Rouge 70816",$,"['Latin American', ' Mexican']",Genesis Pupuseria Y Taqueria                                     
" 11172 River Highlands Drive, St Amant 70774",$,"['BBQ', ' Burger']",Riverfront Tiki Hut                                     
" 10907 Plank Road, Clinton 70722",$$,"['American', ' Burger', ' Sandwich']",Johnny B's Cafe                                     
" 9609 plank road, Clinton 70722",$,"['Pizza', ' Sandwich', ' Seafood']",Kevins Cafe and Pizza                                     
" 3753 Perkins Rd, Baton Rouge 70808",Unknown,['Bar Food'],Uncle Earl's Bar                                     
" 15507 Hwy 44, Gonzales 70737",$,['Donuts'],Thee Heavenly Donut                                     
" 28600 Walker South Road, #107 70785",$$,"['Greek', ' Lebanese']",ALBASHA Greek And Lebanese Restaurant                                     
 2152 Florida Avenue 70726,$,['Mexican'],La Frontera                                     
" 27853 Juban Road, Denham Springs 70726",$$,"['American', ' Sandwich', ' Burger']",Burgersmith                                     
" 22899 Hwy, Maurepas",$$,"['American', ' Seafood', ' Cajun']",The Hangout Maurepas                                     
" 7930 Jefferson Hwy, Baton Rouge 70809",$,['Breakfast'],Kolache Kitchen                                     
" 7869 Greenwell Springs Rd, Baton Rouge 70814",$,['Cafe'],Baby Dolls Cafe                                     
" 34690 Hwy 16, Denham Springs 70706",$,"['American', ' Asian', ' Seafood']",Doo's 1 Seafood & Deli                                     
" 12021 Hooper Rd, Baton Rouge",$,Unknown,David's Tiger Express                                     
" 900 N 3rd St (State Capitol, Ground Floor), Baton Rouge 70802",$,['Cajun'],LA House Dining Hall                                     
" 4621 S Sherwood Forest Blvd, Baton Rouge 70816",Unknown,['Bar Food'],Spanky's Daiquiries & Delites                                     
" 17020 Highway 44, Prairieville 70769",$,Unknown,Veillon Food Mart                                     
" 1853 W. Murial Drive, Baton Rouge 70816",$,['Mexican'],La Tiendta Plus                                     
" 11575 Coursey Blvd, Baton Rouge 70816",$,"['Breakfast', ' Sandwich', ' Beverages']",Fit Blendz Nutrition Shop                                     
 313 N Alexander Avenue 70767,Unknown,"['American', ' Ice Cream']",Cool Delights Snowballs                                     
 10500 Greenwell Springs Road 70814,$,"['American', ' Breakfast', ' Southern']",Cafe Jeanpierre                                     
" 17900 Airline Hwy, Prairieville 70769",$,['Beverages'],Elite Nutrition                                     
" 6401 Bluebonnet Blvd, Baton Rouge 70809",$,"['Italian', ' Pizza']",Villa Pizza                                     
" 3839 S Burnside Ave, Gonzales 70737",$,Unknown,Popingos                                     
" 850 Gardere, Baton Rouge 70820",$,['Mexican'],Tacos and Burritos Express 3                                     
" Location Varies, LSU Area, Baton Rouge",Unknown,['American'],FryBaby                                     
" 4762 Plank Rd, Baton Rouge 70805",$,"['Chinese', ' Sandwich', ' Seafood']",My's Seafood                                     
" 6888 Airline Hwy, Baton Rouge 70805",$,"['Fast Food', ' Sandwich', ' Seafood']",Mr. Poboy                                     
" 105 W 10th St, Donaldsonville 70346",$,['Southern'],Chef's Fried Chicken                                     
" 2785 Larkspur Ave, Baton Rouge 70805",$,"['American', ' Southern', ' Cajun']",Callihans Kountry Kitchen                                     
" 601 Hospital Road, New Roads 70760",$,"['Coffee and Tea', ' Donuts']",Mikey's Donuts                                     
" 31849 Linder Rd,Denham Springs 70726",$$,"['Bakery', ' Desserts']",Ginger Bread Bakery                                      
" Hwy 30 and Hwy 74 Intersection, St Gabriel 70776",$$,"['Seafood', ' Cajun']",Kelley's Cajun Seafood                                     
" 427 Burnside Ave, Gonzales 70737",Unknown,['Mexican'],Mi Cocina Mexican Restaurant                                     
" 7970 Jefferson Highway J, Baton Rouge 70809",$$,"['American', ' Sandwich', ' Salad']",Eliza Restaurant & Bar                                     
" 35055 Highway 16, Denham Springs 70706",$,"['Desserts', ' Frozen Yogurt']",Tutti Frutti Frozen Yogurt                                     
" 58370 Court St, Plaquemine 70764",$,"['American', ' Desserts', ' Southern']",Cajun Country Cafe                                     
" LSU Campus, Baton Rouge 70803",$,"['Mexican', ' Tex-Mex']",Taco Churro's                                     
" 17221 Old Jefferson Hwy Ste A, Prairieville 70769",$,['Donuts'],Fleur De Lis Donuts                                     
" 105 Florida Ave SE, Denham Springs 70726",$,"['Breakfast', ' Sandwich', ' Beverages']",Fit Blendz Nutrition Shop                                     
" 12187 Greenwell Springs Rd, Baton Rouge 70814",$,"['Breakfast', ' Donuts']",Mary Lee Donuts V                                     
" 14945 US Hwy 61, St Francisville 70775",$$$,Unknown,South of the Border                                     
" North 4th St, Baton Rouge",$,"['Fast Food', ' Southern', ' Cajun']",Chicken Shack Express                                     
